,name,price,img,about,ing,category
"Britannia 50-50 Sweet & Salty Biscuits, 150 g Pouch","Britannia 50-50 Sweet & Salty Biscuits, 150 g Pouch",20,https://www.bigbasket.com/media/uploads/p/s/40023486-5_4-britannia-50-50-sweet-salty-biscuits.jpg,"
Britannia India is a popular brand nationwide. A leading manufacturer of biscuits, bread, rusk, cakes and dairy products, this brand belief is ""Eat Healthy Think Better"" and like promised the products of this brand to deliver just that. From this healthy brand comes the product Britannia Vita Marie Gold.
","Britannia 50-50 Sweet & Salty Biscuits, 150 g Pouch",BISCUITS & COOKIES
"Britannia 50-50 Sweet & Salty Biscuits, 200 g Pouch","Britannia 50-50 Sweet & Salty Biscuits, 200 g Pouch",27,https://www.bigbasket.com/media/uploads/p/s/40023487-5_2-britannia-50-50-sweet-salty-biscuits.jpg,"
Britannia India is a popular brand nationwide. A leading manufacturer of biscuits, bread, rusk, cakes and dairy products, this brand belief is ""Eat Healthy Think Better"" and like promised the products of this brand to deliver just that. From this healthy brand comes the product Britannia Vita Marie Gold.
","Britannia 50-50 Sweet & Salty Biscuits, 200 g Pouch",BISCUITS & COOKIES
"Britannia Good Day Butter Cookies, 200 g Pouch","Britannia Good Day Butter Cookies, 200 g Pouch",30,https://www.bigbasket.com/media/uploads/p/s/40023488-5_3-britannia-good-day-butter-cookies.jpg,"
The all-time favourite, the classic butterlicious flavour of Britannia Good Day cookies only get better with time. The goodness of rich butter melts in mouth effortlessly, giving a cookie that’s loved by everyone. These crumbly cookies are the best partner when you crave munchies between meals. What’s more? It packs in more Good Day Smiles for you Store them in an airtight container and keeps enjoying this yummy indulgence.
","Britannia Good Day Butter Cookies, 200 g Pouch",BISCUITS & COOKIES
"Britannia Good Day Cashew Cookies, 250 g Pouch","Britannia Good Day Cashew Cookies, 250 g Pouch",60,https://www.bigbasket.com/media/uploads/p/s/40023489-5_5-britannia-good-day-cashew-cookies.jpg,"
Britannia India is a popular brand nationwide. A leading manufacturer of biscuits, bread, rusk, cakes and dairy products, this brand belief is ""Eat Healthy Think Better"" and like promised the products of this brand to deliver just that. From this healthy brand comes the product Britannia Vita Marie Gold.
","Britannia Good Day Cashew Cookies, 250 g Pouch",BISCUITS & COOKIES
"Britannia Milk Bikis Biscuits, 40.5 g Pouch","Britannia Milk Bikis Biscuits, 40.5 g Pouch",5,https://www.bigbasket.com/media/uploads/p/s/40023490-6_2-britannia-milk-bikis-biscuits.jpg,"
Britannia India is a popular brand nationwide. A leading manufacturer of biscuits, bread, rusk, cakes and dairy products, this brand belief is ""Eat Healthy Think Better"" and like promised the products of this brand to deliver just that. From this healthy brand comes the product Britannia Vita Marie Gold.
","Britannia Milk Bikis Biscuits, 40.5 g Pouch",BISCUITS & COOKIES
"Britannia Milk Bikis Biscuits, 150 g Pouch","Britannia Milk Bikis Biscuits, 150 g Pouch",25,https://www.bigbasket.com/media/uploads/p/s/40023491-7_4-britannia-milk-bikis-biscuits.jpg,"
Britannia India is a popular brand nationwide. A leading manufacturer of biscuits, bread, rusk, cakes and dairy products, this brand belief is ""Eat Healthy Think Better"" and like promised the products of this brand to deliver just that. From this healthy brand comes the product Britannia Vita Marie Gold.
","Britannia Milk Bikis Biscuits, 150 g Pouch",BISCUITS & COOKIES
"Britannia Tiger Biscuits - Krunch Butter, 45 g Pouch","Britannia Tiger Biscuits - Krunch Butter, 45 g Pouch",5,https://www.bigbasket.com/media/uploads/p/s/40023492_1-britannia-tiger-biscuits-krunch-butter.jpg,"
            Britannia India is a popular brand nationwide. A leading manufacturer of biscuits, bread, rusk, cakes and dairy products, this brandÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s belief is ÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“Eat Healthy Think BetterÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢. And like promised the products of this brand deliver just that. From this healthy brand comes the product Britannia Vita Marie Gold.
        ","Britannia Tiger Biscuits - Krunch Butter, 45 g Pouch",BISCUITS & COOKIES
"Britannia 50-50 Timepass Salted Biscuits, 39 g Pouch","Britannia 50-50 Timepass Salted Biscuits, 39 g Pouch",5,https://www.bigbasket.com/media/uploads/p/s/40023494-5_5-britannia-50-50-timepass-salted-biscuits.jpg,"
Britannia India is a popular brand nationwide. A leading manufacturer of biscuits, bread, rusk, cakes and dairy products, this brand belief is ""Eat Healthy Think Better"" and like promised the products of this brand to deliver just that. From this healthy brand comes the product Britannia Vita Marie Gold.
","Britannia 50-50 Timepass Salted Biscuits, 39 g Pouch",BISCUITS & COOKIES
"Britannia Treat Chocolate Cream Biscuits, 120 g Pouch","Britannia Treat Chocolate Cream Biscuits, 120 g Pouch",30,https://www.bigbasket.com/media/uploads/p/s/40023495-5_2-britannia-treat-chocolate-cream-biscuits.jpg,"
Britannia India is a popular brand nationwide. A leading manufacturer of biscuits, bread, rusk, cakes and dairy products, this brand belief is ""Eat Healthy Think Better"" ‚ and like promised the products of this brand to deliver just that. From this healthy brand comes the product Britannia Vita Marie Gold.
","Britannia Treat Chocolate Cream Biscuits, 120 g Pouch",BISCUITS & COOKIES
"Britannia 50-50 Timepass Salted Biscuits, 150 g Pouch","Britannia 50-50 Timepass Salted Biscuits, 150 g Pouch",20,https://www.bigbasket.com/media/uploads/p/s/40023497-5_5-britannia-50-50-timepass-salted-biscuits.jpg,"
Britannia Time Pass Simply Salted Biscuits are salty, crispy and good in taste. These biscuits are made using the best quality ingredients. These can be availed at highly competitive market prices. This entire range of ready to eat products is broadly appreciated for their rich nutrition and long shelf life.
","Britannia 50-50 Timepass Salted Biscuits, 150 g Pouch",BISCUITS & COOKIES
"Nutrela Soya Chunks - Mini, 80 g Pouch","Nutrela Soya Chunks - Mini, 80 g Pouch",15,https://www.bigbasket.com/media/uploads/p/s/40023498_3-nutrela-soya-chunks-mini.jpg,"
Soya Chunks are a powerhouse of nutrition. It has high protein content that helps in fighting illnesses and improves the health of women. It reduces the risk of osteoporosis and eases the symptoms. Nutrela chunks are quick and easy to cook. They are made from defatted soy flour. The protein content of soya is equal to that of meat. Soya chunks are a good source of isoflavones.
","Nutrela Soya Chunks - Mini, 80 g Pouch",DALS & PULSES
"Nutrela Soya Chunks, 80 g Pouch","Nutrela Soya Chunks, 80 g Pouch",15,https://www.bigbasket.com/media/uploads/p/s/40023499_4-nutrela-soya-chunks.jpg,"
            Nutrela offers Soya granules, chunks and minichunks, which are full of nutrition and are also easy to prepare.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/230/dals-pulses/
        ","Nutrela Soya Chunks, 80 g Pouch",DALS & PULSES
"Coca Cola Soft Drink, 1 pc Pack of 6","Coca Cola Soft Drink, 1 pc Pack of 6",175,https://www.bigbasket.com/media/uploads/p/s/40023510_1-coca-cola-soft-drink.jpg,"
            Coca Cola Soft Drink is a carbonated soft drink flavoured with coca leaves, cola nuts, caramel, etc.
        ","
            Carbonated water, sugar, colour (caramel E150d), phosphoric acid, natural flavourings including caffeine.
        ",ENERGY & SOFT DRINKS
"MAGGI  2-Minute Instant Noodles - Masala, 560 g Pouch","MAGGI  2-Minute Instant Noodles - Masala, 560 g Pouch",81,https://www.bigbasket.com/media/uploads/p/s/266109-7_1-maggi-2-minute-instant-noodles-masala.jpg,"
India’s favourite Masala Noodles, MAGGI 2-minute Noodles, now comes with the goodness of Iron. Each portion (70g) of MAGGI Masala Noodles provides you with 15% of your daily Iron requirement (*as per the Daily Dietary Allowances for an Adult Sedentary Male (ICMR 2010). Containing your favourite masala taste, MAGGI noodles are made with the finest quality spices and ingredients. Make your bowl of MAGGI even better by chopping up some vegetables, dropping in an egg or throwing in your favourite ingredients.
","MAGGI  2-Minute Instant Noodles - Masala, 560 g Pouch","NOODLE, PASTA, VERMICELLI"
"MAGGI  2-Minute Instant Noodles - Masala, 420 g Pouch","MAGGI  2-Minute Instant Noodles - Masala, 420 g Pouch",67,https://www.bigbasket.com/media/uploads/p/s/266112-7_1-maggi-2-minute-instant-noodles-masala.jpg,"
India’s favourite Masala Noodles, MAGGI 2-minute Noodles, now comes with the goodness of Iron. Each portion (70g) of MAGGI Masala Noodles provides you with 15% of your daily Iron requirement (*as per the Daily Dietary Allowances for an Adult Sedentary Male (ICMR 2010). Containing your favourite masala taste, MAGGI noodles are made with the finest quality spices and ingredients. Make your bowl of MAGGI even better by chopping up some vegetables, dropping in an egg or throwing in your favourite ingredients.
","MAGGI  2-Minute Instant Noodles - Masala, 420 g Pouch","NOODLE, PASTA, VERMICELLI"
"MAGGI  Healthy Soups - Creamy Chicken, 53 g Pouch","MAGGI  Healthy Soups - Creamy Chicken, 53 g Pouch",43,https://www.bigbasket.com/media/uploads/p/s/266114_1-maggi-healthy-soups-creamy-chicken.jpg,"
            Maggi Creamy Chicken soup is lip spanking delicious and is esteemed by adults and children alike. The better quality with a genuine recipe has the decency of chicken in all sips. It is filled with nutrients and other essential protein which makes it a perfect snack to gratify the hunger pangs linking meals.
        ","
            Corm starch, milk solids (20.7%), salt, chicken bits (6.5%), sugar, onion powder, wheat flour, chicken fat (3.7%), chicken powder (3.2%), mixed spices, edible vegetable oil, carrot flakes (1.3%), flavour enhanced (635), spring onion (0.5%), garlic powder and egg.
        ",READY TO COOK & EAT
"MAGGI  Healthy Soups - Rich Tomato, 54 g Pouch","MAGGI  Healthy Soups - Rich Tomato, 54 g Pouch",45,https://www.bigbasket.com/media/uploads/p/s/266115_2-maggi-healthy-soups-rich-tomato.jpg,"
            Maggi Healthy Rich Tomato Soup has goodness of vegetables and wealth of tomato in one bowl and is enriched with every the right nutrients and vitamins to keep you fit and healthy. This soup is a luxury to the flavor buds as it is quick and easy to make. With no additional preservatives or flavors, this Soup is a confident small way to strengthen your day and acts as an increase to ones every day diet.
        ","
            Edible starch, Milk solids, Salt, Tomato powder (9.1%), Wheat flour, Sugar, Edible vegetable oil, Beetroot powder, Onion puree (1.3%), Coriander puree (4.1%), Cumin (1.5%), Peas (2%), Spring onion puree (1.3%), Flavor enhancer (635), Black pepper (1.1%), Tomato puree(0.4%), Acidifying agent (330), Garlic puree (0.08%), Cinnamon, Coriander leaf bits (0.2%), Paprika, Aniseed, Kasuri methi leaves and Cerely.
        ",READY TO COOK & EAT
"MAGGI  Healthy Soups - Hot and Sour Vegetable, 52 g Pouch","MAGGI  Healthy Soups - Hot and Sour Vegetable, 52 g Pouch",45,https://www.bigbasket.com/media/uploads/p/s/266116_1-maggi-healthy-soups-hot-and-sour-vegetable.jpg,"
            Maggi Hot & Sour Vegetable Soup has appetizing tangy and sour flavor with normal integrity. Loaded with usual extracts, it does not have any artificial flavor or preservative. They contain fresh vegetable purees and deliver the taste and aroma of home-made soups. It is ideal for everyone who loves vegetable soups. As it meets intentional excellence standards and assures different savor it boosts up your taste buds, gives a lovely taste.
        ","MAGGI  Healthy Soups - Hot and Sour Vegetable, 52 g Pouch",READY TO COOK & EAT
"Quaker Oats, 400 g Pouch","Quaker Oats, 400 g Pouch",76,https://www.bigbasket.com/media/uploads/p/s/266122-7_7-quaker-oats.jpg,"
            Start your morning with a wholesome bowl of Quaker Oats- the perfect breakfast porridge for the whole family.
Quaker oats is made from 100 % wholegrain oats, which is a natural source of carbohydrates, protein, and dietary fibre. It helps reduce the risk of high blood pressure and cholesterol.                                                                                                                                                                                                                                                                                                                                                It is easy to prepare in just 3 minutes and blends into almost any recipe, enhancing its nutritional value without compromising on taste.
About the brand - For over 135 years, Quaker has unlocked the power of oats to help people get the perfect start to each day.Start your morning with a wholesome bowl of Quaker Oats- the perfect breakfast porridge for the whole family.
        ","Quaker Oats, 400 g Pouch",BREAKFAST CEREALS
